pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid	abangle	annotation_H	annotation_L	imgt_H	imgt_L	sequence_raw	sequence_H	sequence_L	structure	structure_chothia	in_nr_set	curated_quality_dataset	split	date_parsed	has_light_chain
9mid	H	L	0	C	protein		eod-gt8 engineered mutant of gp120	IMMUNE SYSTEM	05/28/25	Crystal structure of the VRC01-class antibody 3G08, derived from GT1.1 vaccination, in complex with eOD-GT8	Homo sapiens; Human immunodeficiency virus 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Agrawal, S., Wilson, I.A.	1.74	X-RAY DIFFRACTION	0.247	0.206	False	True	IGHV1	IGLV2	Lambda						sabdab_dataset/9mid/abangle/9mid.abangle	sabdab_dataset/9mid/annotation/9mid_H_VH.ann	sabdab_dataset/9mid/annotation/9mid_L_VL.ann	sabdab_dataset/9mid/imgt/9mid_H_H.ann	sabdab_dataset/9mid/imgt/9mid_L_L.ann	sabdab_dataset/9mid/sequence/9mid_raw.pdb	sabdab_dataset/9mid/sequence/9mid_H_VH.fa	sabdab_dataset/9mid/sequence/9mid_L_VL.fa	sabdab_dataset/9mid/structure/9mid.pdb	sabdab_dataset/9mid/structure/chothia/9mid.pdb	True	False	train	2025-05-28	True
9mif	H	L	0	C	protein		eod-gt8 engineered mutant of gp120	IMMUNE SYSTEM	05/28/25	Crystal structure of the VRC01-class antibody 9C09, derived from GT1.1 vaccination, in complex with eOD-GT8	Homo sapiens; Human immunodeficiency virus 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Agrawal, S., Wilson, I.A.	1.93	X-RAY DIFFRACTION	0.275	0.233	False	True	IGHV1	IGKV1	Kappa						sabdab_dataset/9mif/abangle/9mif.abangle	sabdab_dataset/9mif/annotation/9mif_H_VH.ann	sabdab_dataset/9mif/annotation/9mif_L_VL.ann	sabdab_dataset/9mif/imgt/9mif_H_H.ann	sabdab_dataset/9mif/imgt/9mif_L_L.ann	sabdab_dataset/9mif/sequence/9mif_raw.pdb	sabdab_dataset/9mif/sequence/9mif_H_VH.fa	sabdab_dataset/9mif/sequence/9mif_L_VL.fa	sabdab_dataset/9mif/structure/9mif.pdb	sabdab_dataset/9mif/structure/chothia/9mif.pdb	True	False	train	2025-05-28	True
9mj3	H	L	0	C	protein		eod-gt8 engineered mutant of gp120	IMMUNE SYSTEM	05/28/25	Crystal structure of the VRC01-class antibody 12A01, derived from GT1.1 vaccination, in complex with eOD-GT8	Homo sapiens; Human immunodeficiency virus 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Agrawal, S., Wilson, I.A.	2.2	X-RAY DIFFRACTION	0.246	0.217	False	True	IGHV1	IGKV3	Kappa						sabdab_dataset/9mj3/abangle/9mj3.abangle	sabdab_dataset/9mj3/annotation/9mj3_H_VH.ann	sabdab_dataset/9mj3/annotation/9mj3_L_VL.ann	sabdab_dataset/9mj3/imgt/9mj3_H_H.ann	sabdab_dataset/9mj3/imgt/9mj3_L_L.ann	sabdab_dataset/9mj3/sequence/9mj3_raw.pdb	sabdab_dataset/9mj3/sequence/9mj3_H_VH.fa	sabdab_dataset/9mj3/sequence/9mj3_L_VL.fa	sabdab_dataset/9mj3/structure/9mj3.pdb	sabdab_dataset/9mj3/structure/chothia/9mj3.pdb	True	False	train	2025-05-28	True
9ml8	E	F	0	B	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	06/04/25	Crystal structure of the SARS-CoV-2 RBD in complex with the rabbit M8b-B1 Fab	Oryctolagus cuniculus; Severe acute respiratory syndrome coronavirus 2	oryctolagus cuniculus	oryctolagus cuniculus	severe acute respiratory syndrome coronavirus2 	Fan, C., Bjorkman, P.J.	2.4	X-RAY DIFFRACTION	0.247	0.223	False	True	IGHV1	IGKV1	Kappa						sabdab_dataset/9ml8/abangle/9ml8.abangle	sabdab_dataset/9ml8/annotation/9ml8_E_VH.ann	sabdab_dataset/9ml8/annotation/9ml8_F_VL.ann	sabdab_dataset/9ml8/imgt/9ml8_E_H.ann	sabdab_dataset/9ml8/imgt/9ml8_F_L.ann	sabdab_dataset/9ml8/sequence/9ml8_raw.pdb	sabdab_dataset/9ml8/sequence/9ml8_E_VH.fa	sabdab_dataset/9ml8/sequence/9ml8_F_VL.fa	sabdab_dataset/9ml8/structure/9ml8.pdb	sabdab_dataset/9ml8/structure/chothia/9ml8.pdb	True	False	test	2025-06-04	True
9mqv	H	L	0	A	protein		neuraminidase	VIRAL PROTEIN, HYDROLASE/IMMUNE SYSTEM	07/23/25	Crystal structure of human 1122A11 Fab in complex with influenza virus neuraminidase from A/Singapore/INFIMH-16-0019/2016 (H3N2)	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Zhu, X., Wilson, I.A.	2.2	X-RAY DIFFRACTION	0.204	0.169	False	True	IGHV1	IGLV3	Lambda						sabdab_dataset/9mqv/abangle/9mqv.abangle	sabdab_dataset/9mqv/annotation/9mqv_H_VH.ann	sabdab_dataset/9mqv/annotation/9mqv_L_VL.ann	sabdab_dataset/9mqv/imgt/9mqv_H_H.ann	sabdab_dataset/9mqv/imgt/9mqv_L_L.ann	sabdab_dataset/9mqv/sequence/9mqv_raw.pdb	sabdab_dataset/9mqv/sequence/9mqv_H_VH.fa	sabdab_dataset/9mqv/sequence/9mqv_L_VL.fa	sabdab_dataset/9mqv/structure/9mqv.pdb	sabdab_dataset/9mqv/structure/chothia/9mqv.pdb	True	False	train	2025-07-23	True
9mxi	E	F	0	G	protein		heat-labile enterotoxin b chain	IMMUNE SYSTEM/TOXIN	02/12/25	Crystal Structure of synthetic antibody, COP-2, in complex with the C-terminal domain of Clostridium perfringens Enterotoxin	Clostridium perfringens; synthetic construct	synthetic construct	synthetic construct	clostridium perfringens	Ogbu, C.P., Kapoor, S., Vecchio, A.J.	2.2	X-RAY DIFFRACTION	0.233	0.182	False	True	IGHV3	IGKV1	Kappa						sabdab_dataset/9mxi/abangle/9mxi.abangle	sabdab_dataset/9mxi/annotation/9mxi_E_VH.ann	sabdab_dataset/9mxi/annotation/9mxi_F_VL.ann	sabdab_dataset/9mxi/imgt/9mxi_E_H.ann	sabdab_dataset/9mxi/imgt/9mxi_F_L.ann	sabdab_dataset/9mxi/sequence/9mxi_raw.pdb	sabdab_dataset/9mxi/sequence/9mxi_E_VH.fa	sabdab_dataset/9mxi/sequence/9mxi_F_VL.fa	sabdab_dataset/9mxi/structure/9mxi.pdb	sabdab_dataset/9mxi/structure/chothia/9mxi.pdb	False	False	train	2025-02-12	True
9n8i	A	B	0	E	protein		gametocyte surface protein p230	IMMUNE SYSTEM	02/04/26	Pfs230 domain 1 bound by RUPA-39 Fab	Homo sapiens; Lama glama; Plasmodium falciparum 3D7	homo sapiens	homo sapiens	plasmodium falciparum 3d7	Ivanochko, D., Semesi, A., Julien, J.P.	1.85	X-RAY DIFFRACTION	0.233	0.188	False	True	IGHV3	IGKV3	Kappa						sabdab_dataset/9n8i/abangle/9n8i.abangle	sabdab_dataset/9n8i/annotation/9n8i_A_VH.ann	sabdab_dataset/9n8i/annotation/9n8i_B_VL.ann	sabdab_dataset/9n8i/imgt/9n8i_A_H.ann	sabdab_dataset/9n8i/imgt/9n8i_B_L.ann	sabdab_dataset/9n8i/sequence/9n8i_raw.pdb	sabdab_dataset/9n8i/sequence/9n8i_A_VH.fa	sabdab_dataset/9n8i/sequence/9n8i_B_VL.fa	sabdab_dataset/9n8i/structure/9n8i.pdb	sabdab_dataset/9n8i/structure/chothia/9n8i.pdb	True	False	train	2026-02-04	True
9n8n	A	B	0	I	protein		gametocyte surface protein p230,gametocyte surface proteinp45/48 	IMMUNE SYSTEM	02/04/26	Tandem antigen chimera of Pfs230 and Pfs48/45 bound by potent mAbs	Homo sapiens; Plasmodium falciparum 3D7	homo sapiens	homo sapiens	plasmodium falciparum 3d7	Ivanochko, D., Semesi, A., Julien, J.P.	2.22	X-RAY DIFFRACTION	0.21	0.174	False	True	IGHV3	IGKV3	Kappa						sabdab_dataset/9n8n/abangle/9n8n.abangle	sabdab_dataset/9n8n/annotation/9n8n_A_VH.ann	sabdab_dataset/9n8n/annotation/9n8n_B_VL.ann	sabdab_dataset/9n8n/imgt/9n8n_A_H.ann	sabdab_dataset/9n8n/imgt/9n8n_B_L.ann	sabdab_dataset/9n8n/sequence/9n8n_raw.pdb	sabdab_dataset/9n8n/sequence/9n8n_A_VH.fa	sabdab_dataset/9n8n/sequence/9n8n_B_VL.fa	sabdab_dataset/9n8n/structure/9n8n.pdb	sabdab_dataset/9n8n/structure/chothia/9n8n.pdb	True	False	train	2026-02-04	True
9ncd	H	L	0	A	protein		non-specific lipid-transfer protein	ALLERGEN	02/18/26	Crystal structure of the peanut allergen Ara h 9 with bound Fab IGX-3103 and antiFab nanobody	Arachis hypogaea; Homo sapiens; Lama glama	homo sapiens	homo sapiens	arachis hypogaea	Pedersen, L.C., Mueller, G.A.	1.6	X-RAY DIFFRACTION	0.195	0.169	False	True	IGHV3	IGKV1	Kappa						sabdab_dataset/9ncd/abangle/9ncd.abangle	sabdab_dataset/9ncd/annotation/9ncd_H_VH.ann	sabdab_dataset/9ncd/annotation/9ncd_L_VL.ann	sabdab_dataset/9ncd/imgt/9ncd_H_H.ann	sabdab_dataset/9ncd/imgt/9ncd_L_L.ann	sabdab_dataset/9ncd/sequence/9ncd_raw.pdb	sabdab_dataset/9ncd/sequence/9ncd_H_VH.fa	sabdab_dataset/9ncd/sequence/9ncd_L_VL.fa	sabdab_dataset/9ncd/structure/9ncd.pdb	sabdab_dataset/9ncd/structure/chothia/9ncd.pdb	True	False	train	2026-02-18	True
9njy	H	L	0	A	protein		clumping factor a	IMMUNE SYSTEM	07/30/25	Terminal two domains of ClfA002 with bound Fab of AZD7745	Mammalia; Staphylococcus aureus	mammalia	mammalia	staphylococcus aureus	Oganesyan, V.Y.	1.58	X-RAY DIFFRACTION	0.219	0.199	False	True	IGHV4	IGKV1	Kappa						sabdab_dataset/9njy/abangle/9njy.abangle	sabdab_dataset/9njy/annotation/9njy_H_VH.ann	sabdab_dataset/9njy/annotation/9njy_L_VL.ann	sabdab_dataset/9njy/imgt/9njy_H_H.ann	sabdab_dataset/9njy/imgt/9njy_L_L.ann	sabdab_dataset/9njy/sequence/9njy_raw.pdb	sabdab_dataset/9njy/sequence/9njy_H_VH.fa	sabdab_dataset/9njy/sequence/9njy_L_VL.fa	sabdab_dataset/9njy/structure/9njy.pdb	sabdab_dataset/9njy/structure/chothia/9njy.pdb	True	False	validation	2025-07-30	True
9npi	C	B	0	A	protein		major allergen can f 1	ALLERGEN/IMMUNE SYSTEM	08/27/25	X-ray crystal structure of recombinant Can f 1 in complex with human IgE 12F3 Fab	Canis lupus familiaris; Homo sapiens	homo sapiens	homo sapiens	canis lupus familiaris	Khatri, K., Ball, A., Smith, S.A., Champan, M.D., Pomes, A., Chruszcz, M.	1.85	X-RAY DIFFRACTION	0.226	0.179	False	True	IGHV1	IGKV3	Kappa						sabdab_dataset/9npi/abangle/9npi.abangle	sabdab_dataset/9npi/annotation/9npi_C_VH.ann	sabdab_dataset/9npi/annotation/9npi_B_VL.ann	sabdab_dataset/9npi/imgt/9npi_C_H.ann	sabdab_dataset/9npi/imgt/9npi_B_L.ann	sabdab_dataset/9npi/sequence/9npi_raw.pdb	sabdab_dataset/9npi/sequence/9npi_C_VH.fa	sabdab_dataset/9npi/sequence/9npi_B_VL.fa	sabdab_dataset/9npi/structure/9npi.pdb	sabdab_dataset/9npi/structure/chothia/9npi.pdb	False	False	train	2025-08-27	True
9oar	B	D	0	A	protein		germline-targeting hiv-1 gp120 engineered outer domain eod-gt8-mingly 	IMMUNE SYSTEM	06/25/25	Crystal structure of antibody Fab G001-179 from IAVI G001 human trial in complex with a germline-targeting gp120 engineered outer domain eOD-GT8-mingly	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Lin, X., Wilson, I.A.	1.94	X-RAY DIFFRACTION	0.248	0.213	False	True	IGHV1	IGKV1	Kappa						sabdab_dataset/9oar/abangle/9oar.abangle	sabdab_dataset/9oar/annotation/9oar_B_VH.ann	sabdab_dataset/9oar/annotation/9oar_D_VL.ann	sabdab_dataset/9oar/imgt/9oar_B_H.ann	sabdab_dataset/9oar/imgt/9oar_D_L.ann	sabdab_dataset/9oar/sequence/9oar_raw.pdb	sabdab_dataset/9oar/sequence/9oar_B_VH.fa	sabdab_dataset/9oar/sequence/9oar_D_VL.fa	sabdab_dataset/9oar/structure/9oar.pdb	sabdab_dataset/9oar/structure/chothia/9oar.pdb	True	False	train	2025-06-25	True
9obn	E		0	B	protein		gametocyte surface protein p45/48	PROTEIN BINDING	01/21/26	Crystal structure of malaria transmission-blocking antigen Pfs48/45 C-terminal domain in complex with nanobody B2	Plasmodium falciparum 3D7; Vicugna pacos	vicugna pacos		plasmodium falciparum 3d7	Lyons, F.M.T., Dietrich, M.H., Tham, W.H.	2.5	X-RAY DIFFRACTION	0.254	0.208	False	True	IGHV1									sabdab_dataset/9obn/annotation/9obn_E_VH.ann		sabdab_dataset/9obn/imgt/9obn_E_H.ann		sabdab_dataset/9obn/sequence/9obn_raw.pdb	sabdab_dataset/9obn/sequence/9obn_E_VH.fa		sabdab_dataset/9obn/structure/9obn.pdb	sabdab_dataset/9obn/structure/chothia/9obn.pdb	True	True	train	2026-01-21	False
9pi9	A	B	0	E	protein		tumor-associated calcium signal transducer 2	SIGNALING PROTEIN	12/10/25	Sacituzumab Fab bound to Trop2 Dimer	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Ferrao, R.F., Lansdon, E.B.	1.56	X-RAY DIFFRACTION	0.211	0.181	False	True	IGHV7	IGKV6	Kappa						sabdab_dataset/9pi9/abangle/9pi9.abangle	sabdab_dataset/9pi9/annotation/9pi9_A_VH.ann	sabdab_dataset/9pi9/annotation/9pi9_B_VL.ann	sabdab_dataset/9pi9/imgt/9pi9_A_H.ann	sabdab_dataset/9pi9/imgt/9pi9_B_L.ann	sabdab_dataset/9pi9/sequence/9pi9_raw.pdb	sabdab_dataset/9pi9/sequence/9pi9_A_VH.fa	sabdab_dataset/9pi9/sequence/9pi9_B_VL.fa	sabdab_dataset/9pi9/structure/9pi9.pdb	sabdab_dataset/9pi9/structure/chothia/9pi9.pdb	True	False	train	2025-12-10	True
9pru	B	A	0	W	protein		low affinity immunoglobulin gamma fc region receptor iii-a	IMMUNE SYSTEM	12/31/25	Complex of the 3G8 Fab bound to Fc gamma receptor 3a / CD16a F158 allotype	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Barb, A.W., Lanzilotta, W.N., Kremer, P.G.	1.9	X-RAY DIFFRACTION	0.28	0.23	False	True	IGHV8	IGKV3	Kappa						sabdab_dataset/9pru/abangle/9pru.abangle	sabdab_dataset/9pru/annotation/9pru_B_VH.ann	sabdab_dataset/9pru/annotation/9pru_A_VL.ann	sabdab_dataset/9pru/imgt/9pru_B_H.ann	sabdab_dataset/9pru/imgt/9pru_A_L.ann	sabdab_dataset/9pru/sequence/9pru_raw.pdb	sabdab_dataset/9pru/sequence/9pru_B_VH.fa	sabdab_dataset/9pru/sequence/9pru_A_VL.fa	sabdab_dataset/9pru/structure/9pru.pdb	sabdab_dataset/9pru/structure/chothia/9pru.pdb	True	False	train	2025-12-31	True
9pzi	F	E	0	G	protein		heat-labile enterotoxin b chain	IMMUNE SYSTEM/TOXIN	08/20/25	Crystal Structure of synthetic antibody COP-2 in complex with the C-terminal domain of Clostridium perfringens enterotoxin	Clostridium perfringens; Homo sapiens	homo sapiens	homo sapiens	clostridium perfringens	Vecchio, A.J., Ogbu, C.P., Kapoor, S.	2.5	X-RAY DIFFRACTION	0.225	0.178	False	True	IGHV3	IGKV1	Kappa						sabdab_dataset/9pzi/abangle/9pzi.abangle	sabdab_dataset/9pzi/annotation/9pzi_F_VH.ann	sabdab_dataset/9pzi/annotation/9pzi_E_VL.ann	sabdab_dataset/9pzi/imgt/9pzi_F_H.ann	sabdab_dataset/9pzi/imgt/9pzi_E_L.ann	sabdab_dataset/9pzi/sequence/9pzi_raw.pdb	sabdab_dataset/9pzi/sequence/9pzi_F_VH.fa	sabdab_dataset/9pzi/sequence/9pzi_E_VL.fa	sabdab_dataset/9pzi/structure/9pzi.pdb	sabdab_dataset/9pzi/structure/chothia/9pzi.pdb	False	False	train	2025-08-20	True
9q8l	H	L	0	A	protein		programmed cell death protein 1	IMMUNE SYSTEM	08/13/25	Crystal Structure of 21A08Ap1-Fab in Complex with Human PD-1 at 1.85 angstrom Resolution	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Murer, P., Petersen, L., Egli, N., Salazar, U., Neubert, P., Zurbach, A., Rau, A., Stocker, C., Katopodis, A., Huber, C., Carr, K., Arduin, A.	1.85	X-RAY DIFFRACTION	0.216	0.178	False	True	IGHV3	IGLV1	Lambda						sabdab_dataset/9q8l/abangle/9q8l.abangle	sabdab_dataset/9q8l/annotation/9q8l_H_VH.ann	sabdab_dataset/9q8l/annotation/9q8l_L_VL.ann	sabdab_dataset/9q8l/imgt/9q8l_H_H.ann	sabdab_dataset/9q8l/imgt/9q8l_L_L.ann	sabdab_dataset/9q8l/sequence/9q8l_raw.pdb	sabdab_dataset/9q8l/sequence/9q8l_H_VH.fa	sabdab_dataset/9q8l/sequence/9q8l_L_VL.fa	sabdab_dataset/9q8l/structure/9q8l.pdb	sabdab_dataset/9q8l/structure/chothia/9q8l.pdb	False	False	train	2025-08-13	True
9qrv	H	L	0	D	protein		von willebrand factor	BLOOD CLOTTING	02/11/26	Crystal Structure of an anti-VWF CK Domain Fab in Complex with the C-Terminal CK Domain of Cynomolgus Monkey von Willebrand Factor.	Macaca fascicularis; synthetic construct	synthetic construct	synthetic construct	macaca fascicularis	Bak-Thomsen, T., Hager, M., Carnbring Deemand, A., Gluver Norgaard, H., Kempf-Amkaer, L., Anthonsen, A., Nielsen, R., Naretto, A., Kelpsas, V., Sabljic, I., Rose, N., Ostergaard, H., Gandhi, P., Walse, B.	2.5	X-RAY DIFFRACTION	0.249	0.217	False	True	IGHV1	IGKV1	Kappa						sabdab_dataset/9qrv/abangle/9qrv.abangle	sabdab_dataset/9qrv/annotation/9qrv_H_VH.ann	sabdab_dataset/9qrv/annotation/9qrv_L_VL.ann	sabdab_dataset/9qrv/imgt/9qrv_H_H.ann	sabdab_dataset/9qrv/imgt/9qrv_L_L.ann	sabdab_dataset/9qrv/sequence/9qrv_raw.pdb	sabdab_dataset/9qrv/sequence/9qrv_H_VH.fa	sabdab_dataset/9qrv/sequence/9qrv_L_VL.fa	sabdab_dataset/9qrv/structure/9qrv.pdb	sabdab_dataset/9qrv/structure/chothia/9qrv.pdb	True	False	train	2026-02-11	True
9rit	A		0	C	protein		cytotoxin 1	TOXIN	11/05/25	Co-crystal of broadly neutralizing biparatopic VHH in complex with cardiotoxin (P01468) Naja pallida	Naja pallida; Vicugna pacos	vicugna pacos		naja pallida	Burlet, N.J., Laustsen, A.H., Morth, J.P.	1.6	X-RAY DIFFRACTION	0.258	0.222	False	True	IGHV1									sabdab_dataset/9rit/annotation/9rit_A_VH.ann		sabdab_dataset/9rit/imgt/9rit_A_H.ann		sabdab_dataset/9rit/sequence/9rit_raw.pdb	sabdab_dataset/9rit/sequence/9rit_A_VH.fa		sabdab_dataset/9rit/structure/9rit.pdb	sabdab_dataset/9rit/structure/chothia/9rit.pdb	True	True	train	2025-11-05	False
9riu	A		0	B	protein		short neurotoxin 1	TOXIN	11/05/25	Co-crystal of broadly neutralizing VHH in complex with short neurotoxin 1 (P01426) Naja pallida	Naja pallida; Vicugna pacos	vicugna pacos		naja pallida	Burlet, N.J., Laustsen, A.H., Morth, J.P.	2.5	X-RAY DIFFRACTION	0.361	0.324	False	True	unknown	unknown	unknown							sabdab_dataset/9riu/annotation/9riu_A_VH.ann				sabdab_dataset/9riu/sequence/9riu_raw.pdb	sabdab_dataset/9riu/sequence/9riu_A_VH.fa		sabdab_dataset/9riu/structure/9riu.pdb	sabdab_dataset/9riu/structure/chothia/9riu.pdb	True	True	train	2025-11-05	False
9rm2	A	B	0	C	protein		major capsid protein vp1	VIRAL PROTEIN	07/09/25	BKPyV VP1 IN COMPLEX WITH 319C07-FAB	Betapolyomavirus hominis; Homo sapiens	homo sapiens	homo sapiens	betapolyomavirus hominis	Schmitt, S., Hillenbrand, M.	1.96	X-RAY DIFFRACTION	0.218	0.187	False	True	IGHV4	IGKV3	Kappa						sabdab_dataset/9rm2/abangle/9rm2.abangle	sabdab_dataset/9rm2/annotation/9rm2_A_VH.ann	sabdab_dataset/9rm2/annotation/9rm2_B_VL.ann	sabdab_dataset/9rm2/imgt/9rm2_A_H.ann	sabdab_dataset/9rm2/imgt/9rm2_B_L.ann	sabdab_dataset/9rm2/sequence/9rm2_raw.pdb	sabdab_dataset/9rm2/sequence/9rm2_A_VH.fa	sabdab_dataset/9rm2/sequence/9rm2_B_VL.fa	sabdab_dataset/9rm2/structure/9rm2.pdb	sabdab_dataset/9rm2/structure/chothia/9rm2.pdb	True	False	train	2025-07-09	True
9rn6	B		0	A	protein		spike protein s2',chimeric protein mimic of sars-cov-2spike hr1 	VIRAL PROTEIN	01/21/26	Crystal structure of a protein mimic of SARS-CoV-2 spike's HR1 domain in complex with two nanobodies bound to different epitopes	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Camara-Artigas, A., Conejero-Lara, F., Polo-Megias, D., Salinas-Garcia, M.C., Gavira, J.A.	2.4	X-RAY DIFFRACTION	0.263	0.247	False	True	IGHV1									sabdab_dataset/9rn6/annotation/9rn6_B_VH.ann		sabdab_dataset/9rn6/imgt/9rn6_B_H.ann		sabdab_dataset/9rn6/sequence/9rn6_raw.pdb	sabdab_dataset/9rn6/sequence/9rn6_B_VH.fa		sabdab_dataset/9rn6/structure/9rn6.pdb	sabdab_dataset/9rn6/structure/chothia/9rn6.pdb	True	True	test	2026-01-21	False
9th6	B		0	A	protein		guanine-n7 methyltransferase nsp14	VIRAL PROTEIN	02/11/26	nsp14 of SARS-CoV-2 in complex with a camelid nanobody	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Gauffre, P., Ferron, F., Canard, B.	2.267	X-RAY DIFFRACTION	0.29	0.233	False	True	IGHV1									sabdab_dataset/9th6/annotation/9th6_B_VH.ann		sabdab_dataset/9th6/imgt/9th6_B_H.ann		sabdab_dataset/9th6/sequence/9th6_raw.pdb	sabdab_dataset/9th6/sequence/9th6_B_VH.fa		sabdab_dataset/9th6/structure/9th6.pdb	sabdab_dataset/9th6/structure/chothia/9th6.pdb	True	True	train	2026-02-11	False
9u8g	E		0	B	protein		transmembrane protease serine 2 catalytic chain	IMMUNE SYSTEM	07/30/25	Crystal structure of TMPRSS2 in complex with nanobody77_10	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Duan, Y., Zhao, Z., Liu, X., Wang, H., Yang, H.	2.0	X-RAY DIFFRACTION	0.23	0.193	False	True	IGHV3									sabdab_dataset/9u8g/annotation/9u8g_E_VH.ann		sabdab_dataset/9u8g/imgt/9u8g_E_H.ann		sabdab_dataset/9u8g/sequence/9u8g_raw.pdb	sabdab_dataset/9u8g/sequence/9u8g_E_VH.fa		sabdab_dataset/9u8g/structure/9u8g.pdb	sabdab_dataset/9u8g/structure/chothia/9u8g.pdb	True	True	train	2025-07-30	False
9uk5	H	L	0	A	protein		interleukin 31	CYTOKINE/IMMUNE SYSTEM	10/29/25	crystal structure of the complex of interleukin-31 and its antibody	Canis lupus familiaris	canis lupus familiaris	canis lupus familiaris	canis lupus familiaris	Guo, T., Gao, F., Xiao, H.	1.9	X-RAY DIFFRACTION	0.239	0.201	False	True	IGHV5	IGKV6	Kappa						sabdab_dataset/9uk5/abangle/9uk5.abangle	sabdab_dataset/9uk5/annotation/9uk5_H_VH.ann	sabdab_dataset/9uk5/annotation/9uk5_L_VL.ann	sabdab_dataset/9uk5/imgt/9uk5_H_H.ann	sabdab_dataset/9uk5/imgt/9uk5_L_L.ann	sabdab_dataset/9uk5/sequence/9uk5_raw.pdb	sabdab_dataset/9uk5/sequence/9uk5_H_VH.fa	sabdab_dataset/9uk5/sequence/9uk5_L_VL.fa	sabdab_dataset/9uk5/structure/9uk5.pdb	sabdab_dataset/9uk5/structure/chothia/9uk5.pdb	True	False	validation	2025-10-29	True
9uvi	B	A	0	C	protein		beta-2-microglobulin	IMMUNE SYSTEM	09/03/25	Crystal structure of beta 2 microglobulin in complex with antibody BBM.1	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Wei, P.C., Wu, J.J.	2.5	X-RAY DIFFRACTION	0.246	0.197	False	True	IGHV14	IGKV12	Kappa						sabdab_dataset/9uvi/abangle/9uvi.abangle	sabdab_dataset/9uvi/annotation/9uvi_B_VH.ann	sabdab_dataset/9uvi/annotation/9uvi_A_VL.ann	sabdab_dataset/9uvi/imgt/9uvi_B_H.ann	sabdab_dataset/9uvi/imgt/9uvi_A_L.ann	sabdab_dataset/9uvi/sequence/9uvi_raw.pdb	sabdab_dataset/9uvi/sequence/9uvi_B_VH.fa	sabdab_dataset/9uvi/sequence/9uvi_A_VL.fa	sabdab_dataset/9uvi/structure/9uvi.pdb	sabdab_dataset/9uvi/structure/chothia/9uvi.pdb	True	True	validation	2025-09-03	True
9uzb	H	L	0	A	protein		rna-directed rna polymerase l	HYDROLASE	12/31/25	Crystal structure of Kasokero virus cap-snatching endonuclease in apo form	Kasokero virus; Mus musculus	mus musculus	mus musculus	kasokero virus	Deng, Z., Kuang, W., Tian, Z.	1.9	X-RAY DIFFRACTION	0.221	0.182	False	True	IGHV5	IGKV1	Kappa						sabdab_dataset/9uzb/abangle/9uzb.abangle	sabdab_dataset/9uzb/annotation/9uzb_H_VH.ann	sabdab_dataset/9uzb/annotation/9uzb_L_VL.ann	sabdab_dataset/9uzb/imgt/9uzb_H_H.ann	sabdab_dataset/9uzb/imgt/9uzb_L_L.ann	sabdab_dataset/9uzb/sequence/9uzb_raw.pdb	sabdab_dataset/9uzb/sequence/9uzb_H_VH.fa	sabdab_dataset/9uzb/sequence/9uzb_L_VL.fa	sabdab_dataset/9uzb/structure/9uzb.pdb	sabdab_dataset/9uzb/structure/chothia/9uzb.pdb	True	False	train	2025-12-31	True
9uzc	H	L	0	A	protein		rna-directed rna polymerase l	HYDROLASE	12/31/25	Crystal structure of Kasokero virus cap- snatching endonuclease in complex with manganese ions	Kasokero virus; Mus musculus	mus musculus	mus musculus	kasokero virus	Deng, Z., Kuang, W., Tian, Z.	1.98	X-RAY DIFFRACTION	0.257	0.23	False	True	IGHV5	IGKV1	Kappa						sabdab_dataset/9uzc/abangle/9uzc.abangle	sabdab_dataset/9uzc/annotation/9uzc_H_VH.ann	sabdab_dataset/9uzc/annotation/9uzc_L_VL.ann	sabdab_dataset/9uzc/imgt/9uzc_H_H.ann	sabdab_dataset/9uzc/imgt/9uzc_L_L.ann	sabdab_dataset/9uzc/sequence/9uzc_raw.pdb	sabdab_dataset/9uzc/sequence/9uzc_H_VH.fa	sabdab_dataset/9uzc/sequence/9uzc_L_VL.fa	sabdab_dataset/9uzc/structure/9uzc.pdb	sabdab_dataset/9uzc/structure/chothia/9uzc.pdb	False	False	train	2025-12-31	True
